cab_id,entropy,total_records,unique_locations,most_frequent_location,location_diversity,entropy_quartile,segment
unwrain,9.984294067072515,5334,2075,37.616_-122.386,0.38901387326584175,Q1 (Low),Low Mobility (Routine)
upchimy,10.848453718703315,27489,4269,37.752_-122.394,0.15529848302957547,Q3,High Mobility (Explorer)
upsjavci,10.592884050425871,23194,3366,37.799_-122.425,0.14512373889799085,Q2,Medium Mobility
upthin,11.23533602599689,49367,5874,37.752_-122.394,0.11898636741142869,Q4 (High),High Mobility (Explorer)
urfhod,11.246769125465384,23502,4951,37.643_-122.427,0.21066292230448472,Q4 (High),High Mobility (Explorer)
usadrifo,10.172195346553899,10487,2789,37.752_-122.395,0.26594831696386,Q1 (Low),Low Mobility (Routine)
usbekhia,11.011782434957459,23217,4307,37.792_-122.407,0.18551061722014042,Q4 (High),High Mobility (Explorer)
ushfeoj,10.809135460442597,24685,4394,37.752_-122.395,0.17800283573020054,Q3,Medium Mobility
uthiss,10.558387208066172,17752,4057,37.616_-122.386,0.22853762956286616,Q2,Medium Mobility
uthomoov,10.66586930547411,19731,3521,37.789_-122.402,0.17845015457908875,Q2,Medium Mobility
uthsyis,10.603377950517153,11619,3313,37.616_-122.386,0.285136414493502,Q2,Medium Mobility
utjanre,10.905703597296576,26711,4950,37.751_-122.395,0.18531691063606753,Q4 (High),High Mobility (Explorer)
utkibedy,10.508327420491785,16223,3781,37.699_-122.416,0.23306416815632128,Q2,Low Mobility (Routine)
utlurva,10.628049570566372,26165,3885,37.752_-122.395,0.14848079495509267,Q2,Medium Mobility
utthwaju,10.290788013338997,7235,2387,37.752_-122.394,0.3299239806496199,Q1 (Low),Low Mobility (Routine)
uttorhig,10.101410174154426,21701,3846,37.752_-122.395,0.17722685590525783,Q1 (Low),Low Mobility (Routine)
utvohovy,10.427980289119503,20273,3143,37.788_-122.412,0.15503378878311055,Q1 (Low),Low Mobility (Routine)
utwoab,11.216726862586219,25275,4849,37.751_-122.395,0.19184965380811078,Q4 (High),High Mobility (Explorer)
uvburki,10.295550045036268,13763,3182,37.751_-122.394,0.23119959311196686,Q1 (Low),Low Mobility (Routine)
uvigcho,10.913001285805278,25545,4418,37.782_-122.412,0.17294969661381876,Q4 (High),High Mobility (Explorer)
uvjeahot,10.825087633917166,20777,4490,37.616_-122.386,0.216104346151995,Q3,High Mobility (Explorer)
uvjova,10.802983257702422,15413,3593,37.752_-122.394,0.2331149030039577,Q3,Medium Mobility
uvreoipy,10.588954445597718,22269,4089,37.616_-122.386,0.18361848309308904,Q2,Medium Mobility
